"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3757","Uttarakhand","Construction of community centers and community halls","WS/MP850/2025-2026/203887","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","22-May-2026","DEEPAK CONTRACTOR","Payment Success","981235"
"3758","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18373/2025-2026/199581","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","14-Feb-2026","PENKEY SIVA RAM PRASAD","Payment Success","468981"
"3759","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18373/2025-2026/199582","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","14-Feb-2026","PENKEY SIVA RAM PRASAD","Payment Success","437466"
"3760","Punjab","Purchase of mobile water tankers","WS/MP140/2025-2026/199401","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Feb-2026","GHATOURA AGRICULTURE WORKS","Payment Success","365800"
"3761","Kerala","Construction of buildings for crèches and anganwadies","WS/MP842/2024-2025/142770","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","10-Feb-2026","V V Omanakuttan","Payment Success","86651"
"3762","Maharashtra","Construction of community centers and community halls","WS/MP108/2025-2026/190181","AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA)","Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028)","Elected MP","13-Feb-2026","SHAKUNTAL MAJOOR KAMGAR SAH SOC KARLA","Payment Success","1492397"
"3763","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2025-2026/166597","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","10-Feb-2026","SURENDRA BABU C","Payment Success","871332"
"3764","Telangana","Construction of night shelters for homeless","WS/MP171/2025-2026/201775","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","06-Feb-2026","R K Constructions","Payment Success","1000000"
"3765","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18340/2025-2026/256789","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","Shri Devendra Pratap Singh (2024-30) (2024-2030)","Elected MP","19-Jun-2026","GRAM PANCHAYAT AMAPALI","Payment Success","599450"
"3766","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18340/2025-2026/256789","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","Shri Devendra Pratap Singh (2024-30) (2024-2030)","Elected MP","20-Feb-2026","GRAM PANCHAYAT AMAPALI","Payment Success","600000"
"3767","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18340/2025-2026/256790","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","Shri Devendra Pratap Singh (2024-30) (2024-2030)","Elected MP","20-Feb-2026","GRAM PANCHAYAT GAMEKELA","Payment Success","500000"
"3768","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18340/2025-2026/256790","RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA)","Shri Devendra Pratap Singh (2024-30) (2024-2030)","Elected MP","19-Jun-2026","GRAM PANCHAYAT GAMEKELA","Payment Success","500000"
"3769","Andhra Pradesh","Construction of culverts and bridges","WS/MP18334/2025-2026/215003","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","13-Feb-2026","SRI NAGARAPAMMA SC AND VADDE LABOUR CONTRACT CO OP SOCIETY","Payment Success","497204"
"3770","Andhra Pradesh","Construction of culverts and bridges","WS/MP18334/2025-2026/215001","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","13-Feb-2026","SRI NAGARAPAMMA SC AND VADDE LABOUR CONTRACT CO OP SOCIETY","Payment Success","493884"
"3771","Andhra Pradesh","Construction of culverts and bridges","WS/MP18334/2025-2026/215002","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","13-Feb-2026","SRI NAGARAPAMMA SC AND VADDE LABOUR CONTRACT CO OP SOCIETY","Payment Success","495229"
"3772","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP18317/2026-2027/222142","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Jul-2026","B L CONSTRUCTION","Payment Success","374550"
"3773","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP18317/2026-2027/222145","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Jul-2026","B L CONSTRUCTION","Payment Success","374550"
"3774","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP18317/2026-2027/222144","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Jul-2026","B L CONSTRUCTION","Payment Success","374550"
"3775","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP18317/2026-2027/222143","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Jul-2026","B L CONSTRUCTION","Payment Success","374550"
"3776","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP18317/2026-2027/222147","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Jul-2026","B L CONSTRUCTION","Payment Success","374550"
"3777","Uttar Pradesh","Providing CCTV camera system for security of public areas","WS/MP18317/2026-2027/222146","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","13-Jul-2026","B L CONSTRUCTION","Payment Success","374550"
"3778","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223101","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3779","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223100","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3780","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223099","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3781","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223092","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3782","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223091","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3783","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223090","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3784","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223098","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3785","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223097","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3786","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223096","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3787","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223095","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3788","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223094","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3789","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/223093","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3790","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224691","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3791","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224692","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3792","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224693","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3793","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224694","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3794","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224695","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3795","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224665","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3796","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224653","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3797","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224696","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3798","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224697","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3799","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224700","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3800","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224703","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3801","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224657","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3802","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224659","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3803","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224661","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3804","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224663","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3805","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224664","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3806","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224667","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3807","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224669","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3808","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224671","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3809","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224673","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3810","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224675","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3811","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224677","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3812","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224678","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3813","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224680","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3814","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224682","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3815","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224687","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3816","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224688","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3817","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224689","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3818","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224690","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3819","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224705","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3820","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224708","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3821","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224722","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3822","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224709","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3823","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224710","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3824","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224712","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3825","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224716","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3826","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224717","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3827","Uttar Pradesh","Lighting of public spaces","WS/MP18317/2025-2026/224720","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Feb-2026","B L CONSTRUCTION","Payment Success","209907"
"3828","Uttar Pradesh","Installation of multi-gym equipment","WS/MP18317/2025-2026/222130","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Mar-2026","B L CONSTRUCTION","Payment Success","619237"
"3829","Uttar Pradesh","Installation of multi-gym equipment","WS/MP18317/2025-2026/222135","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Mar-2026","B L CONSTRUCTION","Payment Success","619237"
"3830","Uttar Pradesh","Installation of multi-gym equipment","WS/MP18317/2025-2026/222134","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Dr. Sangeeta Balwant (2024-30) (2024-2030)","Elected MP","18-Mar-2026","B L CONSTRUCTION","Payment Success","619237"
